ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_017807436	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	6597.55	10.0478	0.487	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.536768	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017807437	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	12396.62	9.2801	0.186	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_holin,_lambda_family_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.403468	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017807464	226301	YmfQ	Uncharacterized_protein_YmfQ_in_lambdoid_prophage,_DUF2313_family_[Mobilome:_prophages,_transposons].	32.086	8.5e-43	139	COG3778	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	22325.47	4.7437	0.602	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	putative_phage_tail_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.505064	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017807493	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	12973.34	6.9705	0.273	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.658495	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017807502	223762	SecE	Preprotein_translocase_subunit_SecE_[Intracellular_trafficking,_secretion,_and_vesicular_transport].	43.333	5.98e-11	52	COG0690	U	U	ACFCAC	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	2	0	2	0	3	0	DEG10561023	39.837	3.14e-28	100	Essential	15341.39	10.6217	0.385	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	preprotein_translocase_subunit_SecE_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.438168	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017807503	223328	NusG	Transcription_antitermination_factor_NusG_[Transcription].	54.286	2.41e-77	226	COG0250	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10420296	36.782	1.72e-28	103	Essential	20947.8	6.0404	0.315	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcription_termination/antitermination_protein_NusG_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.2703	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017807505	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15378.68	6.2507	0.632	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.287912	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723501	223975	CysE	Serine_acetyltransferase_[Amino_acid_transport_and_metabolism].	56.684	2.03e-97	281	COG1045	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10280393	41.615	1.33e-31	116	Essential	28792.17	6.0836	0.537	< 8	< 50 kDa	VFG000037(gb|WP_003807114)	44.444	1.71e-07	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	serine_O-acetyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.328077	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723516	224653	YIH1	Putative_translation_regulator,_IMPACT_(imprinted_ancient)_protein_family_[General_function_prediction_only].	40.394	8.71e-62	188	COG1739	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10500050	33.758	2.63e-22	89	Essential	22656.68	6.0785	0.638	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YigZ_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.451774	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723583	225538	COG2991	Uncharacterized_protein_[Function_unknown].	66.154	4.28e-30	98.7	COG2991	CO	C	BCFCFC	Energy_production_and_conversion	TM	1	0	1	0	1	0	DEG10030268	38.182	3.2e-11	53.1	Essential	8978.53	6.2204	0.446	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	(Na+)-NQR_maturation_NqrM_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.440379	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_021723619	223114	Rpe	Pentose-5-phosphate-3-epimerase_[Carbohydrate_transport_and_metabolism].	61.712	9.51e-129	359	COG0036	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10070087	33.163	1.05e-30	112	Essential	24629.38	4.9286	0.601	< 8	< 50 kDa	VFG046610(gb|WP_003020688)	66.667	5.26e-102	294	Probable Virulence Factor	XP_046799926.1	39.241	7.98e-29	107	Gallus gallus	Host Homologue	ribulose-phosphate_3-epimerase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.374309	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723721	223436	RplI	Ribosomal_protein_L9_[Translation,_ribosomal_structure_and_biogenesis].	56.376	3.81e-64	190	COG0359	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550234	55.405	1.16e-42	137	Essential	16142.52	6.2503	0.599	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L9_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.478935	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723793	224057	TagH	ABC-type_polysaccharide/polyol_phosphate_transport_system,_ATPase_component_[Carbohydrate_transport_and_metabolism,_Cell_wall/membrane/envelope_biogenesis].	47.598	3.04e-96	278	COG1134	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10460407	32.778	7.02e-27	102	Essential	26096.55	9.6401	0.219	> 8	< 50 kDa	VFG002563(gb|WP_004194035)	28.646	3.8e-26	100	Probable Virulence Factor	XP_040551942.1	27.638	1.14e-07	53.9	Gallus gallus	Host Homologue	ABC_transporter_ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.444168	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723846	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	4826.7	11.5495	0.423	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	integrase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021723926	225566	YaaA	Cytoplasmic_iron_level_regulating_protein_YaaA,_DUF328/UPF0246_family_[Inorganic_ion_transport_and_metabolism].	63.035	6.57e-131	367	COG3022	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10340428	32.95	9.31e-43	145	Essential	29421.69	6.3487	0.56	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	peroxide_stress_protein_YaaA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.361138	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724036	225840	NrfA	Formate-dependent_nitrite_reductase,_periplasmic_cytochrome_c552_subunit_[Inorganic_ion_transport_and_metabolism].	61.099	0	722	COG3303	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	DEG10050389	67.594	0	708	Essential	54117.46	6.8745	0.504	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ammonia-forming_nitrite_reductase_cytochrome_c552_subunit_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Periplasmic	Inside the cell	SP	0.432104	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724151	225478	YeeX	Uncharacterized_conserved_protein_YeeX,_DUF496_family_[Function_unknown].	66.327	4.82e-38	121	COG2926	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	13708.69	9.8247	0.491	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF496_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.326093	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724407	226361	PotA	ABC-type_Fe3+/spermidine/putrescine_transport_systems,_ATPase_components_[Amino_acid_transport_and_metabolism].	52.528	1.01e-172	482	COG3842	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10410457	28.685	3.98e-23	100	Essential	42021.2	4.8939	0.661	< 8	< 50 kDa	VFG044172(gb|WP_000622316)	28.755	1.48e-24	100	Probable Virulence Factor	XP_025008150.2	26.087	4.1e-22	100	Gallus gallus	Host Homologue	spermidine/putrescine_ABC_transporter_ATP-binding_protein_PotA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.302459	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724462	223725	PpiB	Peptidyl-prolyl_cis-trans_isomerase_(rotamase)_-_cyclophilin_family_[Posttranslational_modification,_protein_turnover,_chaperones].	50.877	4.33e-78	226	COG0652	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10430247	61.667	3.02e-48	151	Essential	18770.23	6.0985	0.33	< 8	< 50 kDa	VFG005372(gb|WP_000731920)	37.824	3.3e-28	105	Probable Virulence Factor	XP_426283.3	31.21	2.81e-07	50.4	Gallus gallus	Host Homologue	peptidylprolyl_isomerase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.564017	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724495	223863	YraN	Predicted_endonuclease_distantly_related_to_archaeal_Holliday_junction_resolvase_[Replication,_recombination_and_repair].	45.69	2.21e-50	152	COG0792	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14018.87	6.4543	0.476	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YraN_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.401063	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724507	225650	YcbK	Uncharacterized_conserved_protein_YcbK,_DUF882_family_[Function_unknown].	46.237	9.84e-88	252	COG3108	S	S	CCCCCC	Function_unknown	SP	0	0	1	0	0	1	DEG10290195	41.975	5.43e-38	128	Essential	21023.37	11.0783	0.423	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YcbK_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	TAT	0.494807	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724551	223287	NrdA	Ribonucleotide_reductase_alpha_subunit_[Nucleotide_transport_and_metabolism].	37.167	0	707	COG0209	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10200423	25.4	2.05e-23	104	Essential	85366.71	6.0338	0.501	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001026008.2	28.499	1.09e-71	251	Gallus gallus	Host Homologue	class_1a_ribonucleoside-diphosphate_reductase_subunit_alpha_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.287392	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724592	225168	DoxX	Uncharacterized_membrane_protein_YphA,_DoxX/SURF4_family_[Function_unknown].	30.597	1.02e-14	63.5	COG2259	S	S	CCCCCC	Function_unknown	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	14535.49	8.9146	0.181	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DoxX_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.579067	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_021724701	223280	RpoA	DNA-directed_RNA_polymerase,_alpha_subunit/40_kD_subunit_[Transcription].	58.491	1.03e-142	403	COG0202	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10140215	28.431	5.96e-27	107	Essential	36567.69	4.7309	0.762	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA-directed_RNA_polymerase_subunit_alpha_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.37133	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724747	225479	HolC	DNA_polymerase_III,_chi_subunit_[Replication,_recombination_and_repair].	45.89	8.64e-53	161	COG2927	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10560336	52.113	1.97e-51	160	Essential	16983.25	4.9935	0.663	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_polymerase_III_subunit_chi_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.455214	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_021724796	226590	BamD	Outer_membrane_protein_assembly_factor_BamD,_BamD/ComL_family_[Cell_wall/membrane/envelope_biogenesis].	42.683	2.87e-80	239	COG4105	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10200289	29.469	4.63e-25	100	Essential	29377.58	9.2838	0.287	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	outer_membrane_protein_assembly_factor_BamD_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	LIPO	0.723841	Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_026138421	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	21799.02	9.884	0.306	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.606784	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_026138449	225592	HolD	DNA_polymerase_III,_psi_subunit_[Replication,_recombination_and_repair].	36.09	4.02e-36	118	COG3050	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10600314	28.03	1.11e-09	52.4	Essential	16370.02	8.0368	0.336	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_polymerase_III_subunit_psi_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.338696	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138468	225508	YqiC	Uncharacterized_conserved_protein_YqiC,_BMFP_domain_[Function_unknown].	41.463	8.1e-24	83.7	COG2960	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510524	37.662	2.32e-10	51.2	Essential	9478.01	6.3422	0.814	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	accessory_factor_UbiK_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.350144	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138470	224303	RsmE	16S_rRNA_U1498_N3-methylase_RsmE_[Translation,_ribosomal_structure_and_biogenesis].	44.13	3.98e-105	301	COG1385	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550738	40.083	6.69e-54	173	Essential	27551.98	8.2541	0.31	> 8	< 50 kDa	VFG045607(gb|WP_010948621)	48.148	6.94e-69	212	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	16S_rRNA_(uracil(1498)-N(3))-methyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.336521	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138480	224600	DacC	D-alanyl-D-alanine_carboxypeptidase_[Cell_wall/membrane/envelope_biogenesis].	48.615	2.55e-169	476	COG1686	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10410383	33.591	6.14e-35	135	Essential	43886.14	8.0379	0.25	> 8	< 50 kDa	VFG038258(gb|WP_012297409)	28.125	4.93e-18	84.3	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	serine_hydrolase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	SP	0.644023	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138508	225521	RdgC	DNA_recombination-dependent_growth_factor_C_[Replication,_recombination_and_repair].	58.416	1.34e-152	426	COG2974	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050118	71.192	3.34e-158	442	Essential	34289.5	5.1766	0.684	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	recombination-associated_protein_RdgC_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.247127	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138622	225635	VapI	Plasmid_maintenance_system_antidote_protein_VapI,_contains_XRE-type_HTH_domain_[Defense_mechanisms].	50	1.99e-27	93.6	COG3093	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10180254	35.294	3.32e-10	51.6	Essential	10833.42	6.7138	0.32	< 8	< 50 kDa	VFG018753(gb|WP_012230805)	35	1.94e-10	52.8	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HigA_family_addiction_module_antitoxin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.641901	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138624	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12756.66	8.8848	0.373	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.292664	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_026138643	224197	CspC	Cold_shock_protein,_CspA_family_[Transcription].	49.254	1.77e-30	99.2	COG1278	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10200354	48.077	5.15e-12	54.7	Essential	8096.2	6.7146	0.267	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015140011.1	41.176	1.14e-08	50.8	Gallus gallus	Host Homologue	cold_shock_domain-containing_protein_CspD_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.439735	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_035659943	223318	GpsA	Glycerol-3-phosphate_dehydrogenase_[Energy_production_and_conversion].	52.853	2.67e-176	489	COG0240	C	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10140038	26.769	2.17e-28	111	Essential	36350.83	7.4808	0.278	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_046793937.1	27.055	7.78e-24	100	Gallus gallus	Host Homologue	NAD(P)H-dependent_glycerol-3-phosphate_dehydrogenase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.401996	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_035660202	224885	LexA	SOS-response_transcriptional_repressor_LexA_(RecA-mediated_autopeptidase)_[Transcription,_Signal_transduction_mechanisms].	43.75	3.6e-79	232	COG1974	KT	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10270490	31.313	3.66e-28	105	Essential	23535.06	4.908	0.731	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_repressor_LexA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.278963	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_035660215	223835	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl_carrier_protein)_dehydratase_[Lipid_transport_and_metabolism].	58.333	2.12e-68	200	COG0764	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340130	41.135	7.17e-31	114	Essential	16768.62	5.7119	0.649	< 8	< 50 kDa	VFG011402(gb|WP_004688426)	43.448	2.47e-41	135	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_3-hydroxyacyl-ACP_dehydratase_FabZ_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.258464	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_035684517	223255	Nth	Endonuclease_III_[Replication,_recombination_and_repair].	56.398	1.64e-123	345	COG0177	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050614	92.381	1.36e-145	403	Essential	23634.42	8.9755	0.265	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001073043.1	27.315	1.11e-20	88.6	Gallus gallus	Host Homologue	endonuclease_III_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.32244	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_035684552	223848	AccD	Acetyl-CoA_carboxylase_beta_subunit_[Lipid_transport_and_metabolism].	66.667	0	499	COG0777	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10070025	43.609	9.34e-74	227	Essential	32698.96	7.5587	0.278	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025009294.1	25.131	3.06e-07	53.1	Gallus gallus	Host Homologue	acetyl-CoA_carboxylase,_carboxyltransferase_subunit_beta_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.29622	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
