ID	Host	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host_Homologue_Result_All	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Description	Strain	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results	SubcellularLocalization	Bacteria	Genus	Gram_Stain	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
AgProtect_1947	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	114620.66	5.5421	0.295	< 8	> 100 kDa	|tr|A0A0I9AIV3|A0A0I9AIV3_STREE_Pneumococcal_histidine_triad_protein_E_(Bvh-3)_OS=Streptococcus_pneumoniae_OX=1313_GN=phtE_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pneumoniae	Streptococcus	Positive	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1949	Bos_taurus;Capra_aegagrus_hircus;Equus_ferus_caballus;Gallus_gallus;Homo_sapiens;Meleagris_gallopavo_domesticus;Oryctolagus_cuniculus_domesticus;Ovis_orientalis_aries	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG044217(gb|WP_000476161)	26.752	0.0000000128	53.5	Probable Virulence Factor	COG5386	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	DEG10470408	30.275	0.00000000817	56.6	Essential	38741.52	10.2633	0.204	> 8	< 50 kDa	|sp|Q5HGV4|ISDA_STAAC_Iron-regulated_surface_determinant_protein_A_OS=Staphylococcus_aureus_(strain_COL)_OX=93062_GN=isdA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Staphylococcus_aureus	Staphylococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_195	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	NP_001077083.1;XP_005591523.3;XP_001094523.1;XP_001162700.3	29.719;29.577;29.577;29.719	1.38e-68;3.09e-69;2.52e-69;5.49e-68	230;231;231;228	Host Homologue	-	-	-	-	Non Virulence Factor	COG0008	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10430426	29.38	3.57E-49	172	Essential	55961.25	4.6348	0.819	< 8	50-100 kDa	NP_346492.1_glutamyl-tRNA_synthetase_[Streptococcus_pneumoniae_TIGR4]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1950	Bos_taurus;Canis_familiaris;Equus_ferus_caballus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_059739359.1;XP_038443558.1;XP_023489424.1;NP_001164663.1;XP_005593923.1;XP_014983118.2;XP_001153082.1;XP_003135200.1	25.253;33.708;30.709;32.584;32.584;32.584;32.584;30	5.58e-08;1.89e-07;1.34e-07;1.39e-06;1.21e-06;8.97e-07;1.32e-06;3.14e-06	55.8;54.3;54.7;52.8;52;52.4;52.4;50.4	Host Homologue	-	-	-	-	Non Virulence Factor	COG0584	I	I	METABOLISM	Lipid_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	40346.94	6.6384	0.557	< 8	< 50 kDa	|ABR78062.1_glycerophosphodiester_phosphodiesterase,_periplasmic_[Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578]	Experimental_Antigens	0	95	0	1	-	Periplasmic	Klebsiella_pneumoniae	Klebsiella	Negative	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1951	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG017538(gb|WP_010907712)	56.863	4.83E-32	119	Probable Virulence Factor	COG4842	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	0	0	1	0	0	0	DEG10250049	100	4.35E-63	202	Essential	64323.12	5.056	0.568	< 8	50-100 kDa	|CTT3H_fusion_protein_|_CFP10_TB10.4_TB8.4_Rv3615c_HBHA_OS=Mycobacterium_tuberculosis	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1956	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005363(gb|WP_011836823)	28.108	1.27E-22	105	Probable Virulence Factor	COG1196	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	148359.66	5.2888	0.542	< 8	> 100 kDa	|tr|Q48S75|Q48S75_STRPM_Putative_cell_surface_protein_OS=Streptococcus_pyogenes_serotype_M28_(strain_MGAS6180)_OX=319701_GN=M28_Spy1325_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1956	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005363(gb|WP_011836823)	28.108	1.27E-22	105	Probable Virulence Factor	COG1196	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	148359.66	5.2888	0.542	< 8	> 100 kDa	|tr|Q48S75|Q48S75_STRPM_Putative_cell_surface_protein_OS=Streptococcus_pyogenes_serotype_M28_(strain_MGAS6180)_OX=319701_GN=M28_Spy1325_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1958	Anas_platyrhynchos_domesticus;Bos_taurus;Equus_ferus_caballus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	Non Host Homologue	VFG043773(gb|YP_398516)	30.942	3.45E-45	167	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	49580.39	9.4539	0.055	> 8	< 50 kDa	|pdb|4IQP|A_Chain_A,_Botulinum_Neurotoxin_Type_A_OS=Clostridium_botulinum	Experimental_Antigens	0	95	0	1	-	Extracellular	Clostridium_botulinum	Clostridium	Positive	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1959	Homo_sapiens	NP_005800.3	48.454	9.31E-60	187	Host Homologue	VFG026903(gb|YP_007958466)	40.278	2.57E-30	113	Probable Virulence Factor	COG0450	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10400636	34.228	2.31E-23	92	Essential	22258.67	6.3845	0.514	< 8	< 50 kDa	sp|P56876|AHPC_HELPJ_Alkyl_hydroperoxide_reductase_C_OS=Helicobacter_pylori_(strain_J99_/_ATCC_700824)_OX=85963_GN=ahpC_PE=1_SV=1_(26_kDa_protein)	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Helicobacter_pylori	Helicobacter	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_196	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG001355(gb|WP_000698569)	46.939	2.45E-22	100	Probable Virulence Factor	COG5263	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	79098.06	7.9822	0.294	< 8	50-100 kDa	YP_817402.1_choline_binding_protein_A_[Streptococcus_pneumoniae_D39]	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1960	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG005329(gb|WP_000728289)	28.289	0.000000733	50.4	Probable Virulence Factor	COG5263	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	36544.38	4.985	0.585	< 8	< 50 kDa	|sp|P06653|ALYS_STRPN_Autolysin_OS=Streptococcus_pneumoniae_serotype_4_(strain_ATCC_BAA-334_/_TIGR4)_OX=170187_GN=lytA_PE=1_SV=2	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1961	Bos_taurus;Canis_familiaris;Equus_ferus_caballus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2081	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10070037	31.313	6.35E-63	206	Essential	44335.75	5.7512	0.323	< 8	< 50 kDa	|ABR79244.1_putative_oxidoreductase_with_FAD/NAD(P)-binding_domain_[Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578]	Experimental_Antigens	0	95	0	1	-	Unknown	Klebsiella_pneumoniae	Klebsiella	Negative	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1962	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG043597(gb|WP_002275415)	28.033	4.35E-24	108	Probable Virulence Factor	COG1196	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	170374.4	5.0341	0.356	< 8	> 100 kDa	|tr|A8R5D6|A8R5D6_STRMG_AgI/II_OS=Streptococcus_mutans_OX=1309_GN=pa_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_mutans	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1965	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG000977(gb|WP_002985285)	100	6.24E-32	103	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	5202.9	7.4235	0.021	< 8	< 50 kDa	tr|Q7DAM4|Q7DAM4_STRP1_Streptolysin_S_associated_protein_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=sagA_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pyogenes	Streptococcus	Positive	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1965	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG000977(gb|WP_002985285)	100	6.24E-32	103	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	5202.9	7.4235	0.021	< 8	< 50 kDa	tr|Q7DAM4|Q7DAM4_STRP1_Streptolysin_S_associated_protein_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=sagA_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pyogenes	Streptococcus	Positive	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1966	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG042357(gb|AAF63035)	45.536	2.36E-24	104	Probable Virulence Factor	COG5295	UW	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	BETA	0	3	2	4	0	1	-	-	-	-	Non Essential	42562.99	4.6157	0.77	< 8	< 50 kDa	|tr|A0ELI3|A0ELI3_NEIME_Adhesin_A_OS=Neisseria_meningitidis_OX=487_GN=nadA_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Neisseria_meningitidis	Neisseria	Negative	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1967	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0640	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10470423	33.019	3.04E-16	67.8	Essential	11856.47	9.7223	0.305	> 8	< 50 kDa	|sp|O53478|HTHAR_MYCTU_HTH-type_transcriptional_regulator_Rv2034_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv2034_PE=1_SV=3	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1968	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG043442(gb|WP_002398899)	33.333	2.12E-27	112	Probable Virulence Factor	COG3883	S	S	POORLY_CHARACTERIZED	Function_unknown	SP	0	0	1	0	0	1	DEG10540118	65.179	2.49E-48	169	Essential	41697.32	5.8774	0.401	< 8	< 50 kDa	|tr|A0A0H2US70|A0A0H2US70_STRPN_Secreted_45_kd_protein_OS=Streptococcus_pneumoniae_serotype_4_(strain_ATCC_BAA-334_/_TIGR4)_OX=170187_GN=usp45_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_197	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG001355(gb|WP_000698569)	54.321	2.08E-22	100	Probable Virulence Factor	COG5263	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	68605.47	4.823	0.527	< 8	50-100 kDa	YP_815641.1_surface_protein_A_[Streptococcus_pneumoniae_D39]	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1970	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038389234.1;XP_003465085.1;NP_056991.2;XP_005554600.1;NP_001247627.1;NP_001233394.1;XP_003356918.4	35.763;35.714;35.335;35.335;35.335;35.335;36.028	5.21e-68;2.48e-67;1.26e-67;1.5e-67;1.25e-67;1.06e-67;1.96e-68	228;227;228;228;228;228;229	Host Homologue	-	-	-	-	Non Virulence Factor	COG0260	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060322	36.422	3.72E-52	182	Essential	53481.36	8.0505	0.242	> 8	50-100 kDa	sp|A5U4P1|AMPA_MYCTA_Probable_cytosol_aminopeptidase_OS=Mycobacterium_tuberculosis_(strain_ATCC_25177_/_H37Ra)_OX=419947_GN=pepA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1971	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	17456.24	4.0995	0.167	< 8	< 50 kDa	|sp|O53177|RPFE_MYCTU_Resuscitation-promoting_factor_RpfE_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=rpfE_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_1972	Bos_taurus;Capra_aegagrus_hircus;Gallus_gallus;Homo_sapiens;Ictalurus_punctatus;Oreochromis_niloticus	-;-;-;-;-;-	-;-;-;-;-;-	-;-;-;-;-;-	-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3266	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	45583.14	7.1991	0.243	< 8	< 50 kDa	|AAG18474.1_group_B_streptococcal_surface_immunogenic_protein_[Streptococcus_agalactiae]	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_agalactiae	Streptococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1973	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG001355(gb|WP_000698569)	53.086	2.42E-22	100	Probable Virulence Factor	COG5263	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	77762.13	5.4936	0.306	< 8	50-100 kDa	|tr|A0A0H2US50|A0A0H2US50_STRPN_Choline_binding_protein_A_OS=Streptococcus_pneumoniae_serotype_4_(strain_ATCC_BAA-334_/_TIGR4)_OX=170187_GN=cbpA_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1974	Mus_musculus	NP_058559.3	36.893	5.57E-13	65.1	Host Homologue	VFG010532(gb|WP_011214989)	35.122	1.83E-30	112	Probable Virulence Factor	COG0545	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10280426	34.959	5.78E-19	81.3	Essential	26781.59	4.7944	0.426	< 8	< 50 kDa	|sp|Q9PJK1|MIP_CHLMU_Peptidyl-prolyl_cis-trans_isomerase_Mip_OS=Chlamydia_muridarum_(strain_MoPn_/_Nigg)_OX=243161_GN=mip_PE=3_SV=2	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Chlamydia_muridarum	Chlamydia	Negative	Exposed	LIPO	-	Unknown	ANTIGEN
AgProtect_1978	Homo_sapiens	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0768	DM	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10460284	25.327	3.25E-27	115	Essential	63603.99	9.8637	0.157	> 8	50-100 kDa	sp|P0A0U8|PBP2_NEIMA_Probable_peptidoglycan_D,D-transpeptidase_PenA_OS=Neisseria_meningitidis_serogroup_A_/_serotype_4A_(strain_DSM_15465_/_Z2491)_OX=122587_GN=penA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Neisseria_meningitidis	Neisseria	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1979	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038386661.1;XP_003461643.1;NP_001265855.1;XP_005557075.1;XP_014995597.1;XP_001164029.1;NP_001231350.1	47.059;47.059;46.471;46.471;46.471;46.471;47.059	1.59e-39;2.08e-39;1.64e-38;7.5e-39;6.25e-39;1.18e-38;1.64e-39	143;142;140;141;141;141;143	Host Homologue	VFG005372(gb|WP_000731920)	36.275	1.73E-26	101	Probable Virulence Factor	COG0652	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10030356	36.313	1.24E-15	70.1	Essential	19239.4	6.2153	0.223	< 8	< 50 kDa	|sp|P9WHW3|PPIA_MYCTU_Peptidyl-prolyl_cis-trans_isomerase_A_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=ppiA_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_198	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	NP_002622.2;XP_015306783.1;XP_015005825.1;XP_016793071.2	51.483;51.695;51.695;51.483	4.81e-166;8.28e-167;6.89e-167;2.01e-165	479;480;480;479	Host Homologue	VFG048941(gb|WP_020953355)	70.551	0	683	Probable Virulence Factor	COG0362	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270199	29.721	7.46E-36	135	Essential	52579.34	4.6716	0.604	< 8	50-100 kDa	YP_815856.1_6-phosphogluconate_dehydrogenase_[Streptococcus_pneumoniae_D39]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1980	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG044007(gb|BAA86937)	41.401	2.86E-126	377	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	52914.49	4.9787	0.521	< 8	50-100 kDa	|sp|P0C2J9_v1|TACY_STRPN_Pneumolysin_plyD1_(highly_detoxified_variant_by_site-directed_mutagenesys)_OS=Streptococcus_pneumoniae_serotype_4_(strain_ATCC_BAA-334_/_TIGR4)_OX=170187_GN=ply_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Streptococcus_pneumoniae	Streptococcus	Positive	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1981	Homo_sapiens;Rattus_norvegicus;Rattus_rattus	NP_037379.1;NP_001100069.1;XP_032762188.1	34.069;33.618;33.333	2.74e-37;6.29e-39;3.82e-39	144;148;147	Host Homologue	VFG005533(gb|WP_002262650)	33.852	2.44E-32	127	Probable Virulence Factor	COG0265	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10290343	34.944	1.7E-35	134	Essential	50758.34	8.8837	0.104	> 8	50-100 kDa	|tr|F4YYF6|F4YYF6_ORITS_HtrA_OS=Orientia_tsutsugamushi_OX=784_GN=htrA_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Orientia_tsutsugamushi	Orientia	Negative	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1982	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1388	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	41084.41	4.3405	0.479	< 8	< 50 kDa	|tr|Q9A147|Q9A147_STRP1_Putative_42_kDa_protein_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=SPy_0469_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pyogenes	Streptococcus	Positive	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_1982	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1388	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	41084.41	4.3405	0.479	< 8	< 50 kDa	|tr|Q9A147|Q9A147_STRP1_Putative_42_kDa_protein_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=SPy_0469_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pyogenes	Streptococcus	Positive	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_1983	Bos_taurus;Canis_familiaris;Equus_ferus_caballus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2137	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10050192	29.71	2.41E-15	68.6	Essential	19406.13	8.9797	0.348	> 8	< 50 kDa	|ABR78431.1_RecA_regulator_RecX_[Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Klebsiella_pneumoniae	Klebsiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1984	Anas_platyrhynchos_domesticus;Bos_taurus;Equus_ferus_caballus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	Non Host Homologue	VFG019179(gb|WP_012431101)	90.706	0	1524	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	99848.27	4.6955	0.454	< 8	50-100 kDa	|sp|P10844|442-1291_OS=Clostridium_botulinum	Experimental_Antigens	0	95	0	1	-	Extracellular	Clostridium_botulinum	Clostridium	Positive	Exposed	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1985	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10270060	33.206	1.8E-32	120	Essential	30189.24	4.8517	0.461	< 8	< 50 kDa	|tr|O53842|O53842_MYCTU_Conserved_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv0831c_PE=1_SV=3	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
